,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,IncomeBand,AgeGroup,TenureGroup,RiskScore
261,38,0,Rarely,1327,Sales,2,2,Life Sciences,361,4,Male,39,2,2,Sales Executive,4,Married,5249.0,19682.0,3,0,18,3,4,1,13,0,3,8,7,7,5,Medio,Entre 26 y 45,6-9,0
262,32,0,Rarely,128,Research & Development,2,1,Unknown,362,4,Male,84,2,2,Laboratory Technician,1,Single,2176.0,19737.0,4,0,13,3,4,0,9,5,3,6,2,0,4,Medio,Entre 26 y 45,6-9,2
263,46,0,Rarely,488,Sales,2,3,Technical Degree,363,3,Female,75,1,4,Manager,2,Married,16872.0,14977.0,3,1,12,3,2,1,28,2,2,7,7,7,7,Alto,A partir de 45,6-9,8
264,28,1,Rarely,529,Research & Development,2,4,Life Sciences,364,1,Male,79,3,1,Laboratory Technician,3,Single,3485.0,14935.0,2,0,11,3,3,0,5,5,1,0,0,0,0,Medio,Entre 26 y 45,0-2,4
265,29,0,Rarely,1210,Sales,2,3,Medical,366,1,Male,78,2,2,Sales Executive,2,Married,6644.0,3687.0,2,0,19,3,2,2,10,2,3,0,0,0,0,Medio,Entre 26 y 45,0-2,6
266,31,0,Rarely,1463,Research & Development,23,3,Medical,367,2,Male,64,2,2,Healthcare Representative,4,Married,5582.0,14408.0,0,0,21,4,2,1,10,2,3,9,0,7,8,Medio,Entre 26 y 45,6-9,3
267,25,0,Non-Travel,675,Research & Development,5,2,Life Sciences,369,2,Male,85,4,2,Healthcare Representative,1,Divorced,4000.0,18384.0,1,0,12,3,4,2,6,2,3,6,3,1,5,Medio,A partir de 45,6-9,3
268,45,0,Rarely,1385,Research & Development,20,2,Medical,372,3,Male,79,3,4,Healthcare Representative,4,Married,13496.0,7501.0,0,1,14,3,2,0,21,2,3,20,7,4,10,Alto,Entre 26 y 45,10+,4
269,36,0,Rarely,1403,Research & Development,6,3,Life Sciences,373,4,Male,47,3,1,Laboratory Technician,4,Married,3210.0,20251.0,0,0,11,3,3,1,16,4,3,15,13,10,11,Medio,Entre 26 y 45,10+,0
270,55,0,Rarely,452,Research & Development,1,3,Medical,374,4,Male,81,3,5,Manager,1,Single,19045.0,18938.0,0,1,14,3,3,0,37,2,3,36,10,4,13,Alto,A partir de 45,10+,4
271,47,1,Non-Travel,666,Research & Development,29,4,Life Sciences,376,1,Male,88,3,3,Manager,2,Married,11849.0,10268.0,1,1,12,3,4,1,10,2,2,10,7,9,9,Alto,A partir de 45,10+,7
272,28,0,Rarely,1158,Research & Development,9,3,Medical,377,4,Male,94,3,1,Research Scientist,4,Married,2070.0,2613.0,1,0,23,4,4,1,5,3,2,5,2,0,4,Medio,Entre 26 y 45,3-5,2
273,37,0,Rarely,228,Sales,6,4,Medical,378,3,Male,98,3,2,Sales Executive,4,Married,6502.0,22825.0,4,0,14,3,2,1,7,3,4,5,4,0,1,Medio,Entre 26 y 45,3-5,2
274,21,0,Rarely,996,Research & Development,3,2,Medical,379,4,Male,100,2,1,Research Scientist,3,Single,3230.0,10531.0,1,0,17,3,1,0,3,4,4,3,2,1,0,Medio,Menores 25,3-5,2
275,37,0,Non-Travel,728,Research & Development,1,4,Medical,380,1,Female,80,3,3,Research Director,4,Divorced,13603.0,11677.0,2,1,18,3,1,2,15,2,3,5,2,0,2,Alto,Entre 26 y 45,3-5,5
276,35,0,Rarely,1315,Research & Development,22,3,Life Sciences,381,2,Female,71,4,3,Manager,2,Divorced,11996.0,19100.0,7,0,18,3,2,1,10,6,2,7,7,6,2,Alto,Entre 26 y 45,6-9,7
277,38,0,Rarely,322,Sales,7,2,Medical,382,1,Female,44,4,2,Sales Executive,1,Divorced,5605.0,19191.0,1,1,24,4,3,1,8,3,3,8,0,7,7,Medio,Entre 26 y 45,6-9,5
278,36,0,Frequently,1479,Research & Development,1,3,Life Sciences,384,3,Female,84,3,2,Manufacturing Director,2,Divorced,6397.0,26767.0,1,0,20,4,1,1,6,6,1,6,5,1,4,Medio,Entre 26 y 45,6-9,6
279,50,0,Rarely,797,Research & Development,4,1,Life Sciences,385,1,Male,96,3,5,Research Director,2,Divorced,19144.0,15815.0,3,0,14,3,1,2,28,4,2,10,4,1,6,Alto,A partir de 45,10+,7
280,53,0,Rarely,1070,Research & Development,3,4,Medical,386,3,Male,45,3,4,Research Director,3,Unknown,17584.0,21016.0,3,1,16,3,4,3,21,5,2,5,3,1,3,Alto,A partir de 45,3-5,4
281,42,0,Rarely,635,Sales,1,1,Life Sciences,387,2,Male,99,3,2,Sales Executive,3,Married,4907.0,24532.0,1,0,25,4,3,0,20,3,3,20,16,11,6,Medio,Entre 26 y 45,10+,1
282,36,0,Frequently,442,Sales,2,2,Life Sciences,388,2,Male,44,3,2,Sales Executive,4,Unknown,4554.0,20260.0,1,0,18,3,1,0,10,3,2,10,7,0,9,Medio,Entre 26 y 45,10+,5
283,36,0,Rarely,147,Research & Development,20,2,Technical Degree,389,2,Male,37,3,2,Laboratory Technician,4,Married,5415.0,15972.0,3,1,19,3,4,1,12,4,3,10,7,0,8,Medio,Entre 26 y 45,10+,3
284,26,0,Frequently,496,Research & Development,11,2,Medical,390,1,Male,60,3,2,Healthcare Representative,1,Married,4741.0,22722.0,1,1,13,3,3,1,5,3,3,5,3,3,3,Medio,Entre 26 y 45,3-5,5
285,37,0,Rarely,1372,Research & Development,1,3,Life Sciences,391,4,Female,42,3,1,Research Scientist,4,Single,2115.0,15881.0,1,0,12,3,2,0,17,3,3,17,12,5,7,Medio,Entre 26 y 45,10+,2
286,44,1,Frequently,920,Research & Development,24,3,Life Sciences,392,4,Male,43,3,1,Laboratory Technician,3,Divorced,3161.0,19920.0,3,1,22,4,4,1,19,0,1,1,0,0,0,Medio,Entre 26 y 45,0-2,5
287,38,0,Rarely,688,Research & Development,23,4,Life Sciences,393,4,Male,82,3,2,Healthcare Representative,4,Divorced,5745.0,18899.0,9,0,14,3,2,1,10,2,3,2,2,1,2,Medio,Entre 26 y 45,0-2,2
288,26,1,Rarely,1449,Research & Development,16,4,Medical,394,1,Male,45,3,1,Laboratory Technician,2,Divorced,2373.0,14180.0,2,1,13,3,4,1,5,2,3,3,2,0,2,Medio,Entre 26 y 45,3-5,5
289,28,0,Rarely,1117,Research & Development,8,2,Life Sciences,395,4,Female,66,3,1,Research Scientist,4,Single,3310.0,4488.0,1,0,21,4,4,0,5,3,3,5,3,0,2,Medio,Entre 26 y 45,3-5,0
290,49,0,Frequently,636,Research & Development,10,4,Life Sciences,396,3,Female,35,3,5,Research Director,1,Single,18665.0,25594.0,9,1,11,3,4,0,22,4,3,3,2,1,2,Alto,A partir de 45,3-5,4
291,36,0,Rarely,506,Research & Development,3,3,Technical Degree,397,3,Male,30,3,2,Research Scientist,2,Single,4485.0,26285.0,4,0,12,3,4,0,10,2,3,8,0,7,7,Medio,Entre 26 y 45,6-9,2
292,31,0,Frequently,444,Sales,5,3,Marketing,399,4,Female,84,3,1,Sales Representative,2,Divorced,2789.0,3909.0,1,0,11,3,3,1,2,5,2,2,2,2,2,Medio,Entre 26 y 45,0-2,4
293,26,1,Rarely,950,Sales,4,4,Marketing,401,4,Male,48,2,2,Sales Executive,4,Single,5828.0,8450.0,1,1,12,3,2,0,8,0,3,8,7,7,4,Medio,Entre 26 y 45,6-9,4
294,37,0,Frequently,889,Research & Development,9,3,Medical,403,2,Male,53,3,1,Research Scientist,4,Married,4907.0,11411.0,1,1,12,3,3,3,4,3,2,4,2,1,2,Medio,Entre 26 y 45,3-5,5
295,42,0,Frequently,555,Sales,26,3,Marketing,404,3,Female,77,3,4,Sales Executive,2,Married,13525.0,14864.0,5,0,14,3,4,1,23,2,4,20,4,4,8,Alto,Entre 26 y 45,10+,2
296,18,1,Rarely,230,Research & Development,3,3,Life Sciences,405,3,Male,54,3,1,Laboratory Technician,3,Single,1420.0,25233.0,1,0,13,3,3,0,0,2,3,0,0,0,0,Bajo,Menores 25,0-2,2
297,35,0,Rarely,1232,Sales,16,3,Marketing,406,3,Male,96,3,3,Sales Executive,2,Married,8020.0,5100.0,0,0,15,3,3,2,12,3,2,11,9,6,9,Medio,Entre 26 y 45,10+,4
298,36,0,Frequently,566,Research & Development,18,4,Life Sciences,407,3,Male,81,4,1,Laboratory Technician,4,Married,3688.0,7122.0,4,0,18,3,4,2,4,2,3,1,0,0,0,Medio,Entre 26 y 45,0-2,1
299,51,0,Rarely,1302,Research & Development,2,3,Medical,408,4,Male,84,1,2,Manufacturing Director,2,Divorced,5482.0,16321.0,5,0,18,3,4,1,13,3,3,4,1,1,2,Medio,A partir de 45,3-5,2
300,41,0,Rarely,334,Sales,2,4,Life Sciences,410,4,Male,88,3,4,Manager,2,Single,16015.0,15896.0,1,0,19,3,2,0,22,2,3,22,10,0,4,Alto,Entre 26 y 45,10+,4
301,18,0,Rarely,812,Sales,10,3,Medical,411,4,Female,69,2,1,Sales Representative,3,Single,1200.0,9724.0,1,0,12,3,1,0,0,2,3,0,0,0,0,Bajo,Menores 25,0-2,4
302,28,0,Rarely,1476,Research & Development,16,2,Medical,412,2,Male,68,4,2,Healthcare Representative,1,Single,5661.0,4824.0,0,0,19,3,3,0,9,2,3,8,3,0,7,Medio,Entre 26 y 45,6-9,3
303,31,0,Rarely,218,Sales,7,3,Technical Degree,416,2,Male,100,4,2,Sales Executive,4,Married,6929.0,12241.0,4,0,11,3,2,1,10,3,2,8,7,7,7,Medio,Entre 26 y 45,6-9,5
304,39,0,Rarely,1132,Research & Development,1,3,Medical,417,3,Male,48,4,3,Healthcare Representative,4,Divorced,9613.0,10942.0,0,0,17,3,1,3,19,5,2,18,10,3,7,Medio,Entre 26 y 45,10+,4
305,36,0,Non-Travel,1105,Research & Development,24,4,Life Sciences,419,2,Female,47,3,2,Laboratory Technician,2,Unknown,5674.0,6927.0,7,0,15,3,3,1,11,3,3,9,8,0,8,Medio,Entre 26 y 45,6-9,3
306,32,0,Rarely,906,Sales,7,3,Life Sciences,420,4,Male,91,2,2,Sales Executive,3,Married,5484.0,16985.0,1,0,14,3,3,1,13,3,2,13,8,4,8,Medio,Entre 26 y 45,10+,2
307,38,0,Rarely,849,Research & Development,25,2,Life Sciences,421,1,Female,81,2,3,Research Director,2,Married,12061.0,26707.0,3,0,17,3,3,1,19,3,3,10,8,0,1,Alto,Entre 26 y 45,10+,3
308,58,0,Non-Travel,390,Research & Development,1,4,Life Sciences,422,4,Male,32,1,2,Healthcare Representative,3,Divorced,5660.0,17056.0,2,1,13,3,4,1,12,2,3,5,3,1,2,Medio,A partir de 45,3-5,2
309,31,0,Rarely,691,Research & Development,5,4,Technical Degree,423,3,Male,86,3,1,Research Scientist,4,Married,4821.0,10077.0,0,1,12,3,3,1,6,4,3,5,2,0,3,Medio,Entre 26 y 45,3-5,2
310,31,0,Rarely,106,Human Resources,2,3,Human Resources,424,1,Male,62,2,2,Human Resources,1,Married,6410.0,17822.0,3,0,12,3,4,0,9,1,3,2,2,1,0,Medio,Entre 26 y 45,0-2,3
311,45,0,Frequently,1249,Research & Development,7,3,Life Sciences,425,1,Male,97,3,3,Laboratory Technician,1,Divorced,5210.0,20308.0,1,0,18,3,1,1,24,2,3,24,9,9,11,Medio,Entre 26 y 45,10+,5
312,31,0,Rarely,192,Research & Development,2,4,Life Sciences,426,3,Male,32,3,1,Research Scientist,4,Divorced,2695.0,7747.0,0,1,18,3,2,1,3,2,1,2,2,2,2,Medio,Entre 26 y 45,0-2,6
313,33,0,Frequently,553,Research & Development,5,4,Life Sciences,428,4,Female,74,3,3,Manager,2,Married,11878.0,23364.0,6,0,11,3,2,2,12,2,3,10,6,8,8,Alto,Entre 26 y 45,10+,4
314,39,0,Rarely,117,Research & Development,10,1,Medical,429,3,Male,99,3,4,Manager,1,Married,17068.0,5355.0,1,1,14,3,4,0,21,3,3,21,9,11,10,Alto,Entre 26 y 45,10+,4
315,43,0,Frequently,185,Research & Development,10,4,Life Sciences,430,3,Female,33,3,1,Laboratory Technician,4,Unknown,2455.0,10675.0,0,0,19,3,1,0,9,5,3,8,7,1,4,Medio,Entre 26 y 45,6-9,2
316,49,0,Rarely,1091,Research & Development,1,2,Technical Degree,431,3,Female,90,2,4,Healthcare Representative,3,Single,13964.0,17810.0,7,1,12,3,4,0,25,2,3,7,1,0,7,Alto,A partir de 45,6-9,2
317,52,1,Rarely,723,Research & Development,8,4,Medical,433,3,Male,85,2,2,Research Scientist,2,Married,4941.0,17747.0,2,0,15,3,1,0,11,3,2,8,2,7,7,Medio,A partir de 45,6-9,6
318,27,0,Rarely,1220,Research & Development,5,3,Life Sciences,434,3,Female,85,3,1,Research Scientist,2,Single,2478.0,20938.0,1,1,12,3,2,0,4,2,2,4,3,1,2,Medio,Entre 26 y 45,3-5,8
319,32,0,Rarely,588,Sales,8,2,Technical Degree,436,3,Female,65,2,2,Sales Executive,2,Married,5228.0,24624.0,1,1,11,3,4,0,13,2,3,13,12,11,9,Medio,Entre 26 y 45,10+,4
320,27,0,Rarely,1377,Sales,2,3,Life Sciences,437,4,Male,74,3,2,Sales Executive,3,Single,4478.0,5242.0,1,1,11,3,1,0,5,3,3,5,4,0,4,Medio,Entre 26 y 45,3-5,4
321,31,0,Rarely,691,Sales,7,3,Marketing,438,4,Male,73,3,2,Sales Executive,4,Divorced,7547.0,7143.0,4,0,12,3,4,3,13,3,3,7,7,1,7,Medio,Entre 26 y 45,6-9,0
322,32,0,Rarely,1018,Research & Development,2,4,Medical,439,1,Female,74,4,2,Research Scientist,4,Unknown,5055.0,10557.0,7,0,16,3,3,0,10,0,2,7,7,0,7,Medio,Entre 26 y 45,6-9,3
323,28,1,Rarely,1157,Research & Development,2,4,Medical,440,1,Male,84,1,1,Research Scientist,4,Married,3464.0,24737.0,5,1,13,3,4,0,5,4,2,3,2,2,2,Medio,Entre 26 y 45,3-5,5
324,36,0,Rarely,1275,Research & Development,28,2,Medical,441,4,Female,64,3,2,Research Scientist,4,Married,5775.0,11934.0,1,0,13,3,4,2,11,2,3,10,8,1,9,Medio,Entre 26 y 45,10+,0
325,31,0,Frequently,798,Research & Development,7,2,Life Sciences,442,3,Female,48,2,3,Manufacturing Director,3,Married,8943.0,14034.0,1,0,24,4,1,1,10,2,3,10,9,8,9,Medio,Entre 26 y 45,10+,2
326,39,0,Frequently,672,Research & Development,7,2,Medical,444,3,Male,54,2,5,Manager,4,Married,19272.0,21141.0,1,0,15,3,1,1,21,2,3,21,9,13,3,Alto,Entre 26 y 45,10+,2
327,39,1,Rarely,1162,Sales,3,2,Medical,445,4,Female,41,3,2,Sales Executive,3,Married,5238.0,17778.0,4,1,18,3,1,0,12,3,2,1,0,0,0,Medio,Entre 26 y 45,0-2,7
328,33,0,Frequently,508,Sales,10,3,Marketing,446,2,Male,46,2,2,Sales Executive,4,Single,4682.0,4317.0,3,0,14,3,3,0,9,6,2,7,7,0,1,Medio,Entre 26 y 45,6-9,3
329,47,0,Rarely,1482,Research & Development,5,5,Life Sciences,447,4,Male,42,3,5,Research Director,3,Married,18300.0,16375.0,4,0,11,3,2,1,21,2,3,3,2,1,1,Alto,A partir de 45,3-5,2
330,43,0,Frequently,559,Research & Development,10,4,Life Sciences,448,3,Female,82,2,2,Laboratory Technician,3,Divorced,5257.0,6227.0,1,0,11,3,2,1,9,3,4,9,7,0,0,Medio,Entre 26 y 45,6-9,2
331,27,0,Non-Travel,210,Sales,1,1,Marketing,449,3,Male,73,3,2,Sales Executive,2,Married,6349.0,22107.0,0,1,13,3,4,1,6,0,3,5,4,1,4,Medio,Entre 26 y 45,3-5,4
332,54,0,Frequently,928,Research & Development,20,4,Life Sciences,450,4,Female,31,3,2,Research Scientist,3,Single,4869.0,16885.0,3,0,12,3,4,0,20,4,2,4,3,0,3,Medio,A partir de 45,3-5,2
333,43,0,Rarely,1001,Research & Development,7,3,Life Sciences,451,3,Female,43,3,3,Healthcare Representative,1,Married,9985.0,9262.0,8,0,16,3,1,1,10,1,2,1,0,0,0,Medio,Entre 26 y 45,0-2,7
334,45,0,Rarely,549,Research & Development,8,4,Other,452,4,Male,75,3,2,Research Scientist,4,Married,3697.0,9278.0,9,0,14,3,1,2,12,3,3,10,9,9,8,Medio,Entre 26 y 45,10+,2
335,40,0,Rarely,1124,Sales,1,2,Medical,453,2,Male,57,1,2,Sales Executive,4,Married,7457.0,13273.0,2,1,22,4,3,3,6,2,2,4,3,0,2,Medio,Entre 26 y 45,3-5,5
336,29,1,Rarely,318,Research & Development,8,4,Other,454,2,Male,77,1,1,Laboratory Technician,1,Unknown,2119.0,4759.0,1,1,11,3,4,0,7,4,2,7,7,0,7,Medio,Entre 26 y 45,6-9,7
337,29,0,Rarely,738,Research & Development,9,5,Other,455,2,Male,30,2,1,Laboratory Technician,4,Single,3983.0,7621.0,0,0,17,3,3,0,4,2,3,3,2,2,2,Medio,Entre 26 y 45,3-5,1
338,30,0,Rarely,570,Sales,5,3,Marketing,456,4,Female,30,2,2,Sales Executive,3,Divorced,6118.0,5431.0,1,0,13,3,3,3,10,2,3,10,9,1,2,Medio,Entre 26 y 45,10+,0
339,27,0,Rarely,1130,Sales,8,4,Marketing,458,2,Female,56,3,2,Sales Executive,2,Married,6214.0,3415.0,1,0,18,3,1,1,8,3,3,8,7,0,4,Medio,Entre 26 y 45,6-9,5
340,37,0,Rarely,1192,Research & Development,5,2,Unknown,460,4,Male,61,3,2,Manufacturing Director,4,Divorced,6347.0,23177.0,7,0,16,3,3,2,8,2,2,6,2,0,4,Medio,Entre 26 y 45,6-9,2
341,38,0,Rarely,343,Research & Development,15,2,Life Sciences,461,3,Male,92,2,3,Research Director,4,Unknown,11510.0,15682.0,0,1,14,3,2,1,12,3,3,11,10,2,9,Alto,Entre 26 y 45,10+,4
342,31,0,Rarely,1232,Research & Development,7,4,Medical,462,3,Female,39,3,3,Manufacturing Director,4,Single,7143.0,25713.0,1,1,14,3,3,0,11,2,2,11,9,4,4,Medio,Entre 26 y 45,10+,4
343,29,0,Rarely,144,Sales,10,1,Marketing,463,4,Female,39,2,2,Sales Executive,2,Divorced,8268.0,11866.0,1,1,14,3,1,2,7,2,3,7,7,1,7,Medio,Entre 26 y 45,6-9,6
344,35,0,Rarely,1296,Research & Development,5,4,Technical Degree,464,3,Male,62,3,3,Manufacturing Director,3,Single,8095.0,18264.0,0,0,13,3,4,0,17,5,3,16,6,0,13,Medio,Entre 26 y 45,10+,0
345,23,0,Rarely,1309,Research & Development,26,1,Life Sciences,465,3,Male,83,3,1,Research Scientist,4,Divorced,2904.0,16092.0,1,0,12,3,3,2,4,3,2,4,2,0,2,Medio,Menores 25,3-5,2
346,41,0,Rarely,483,Research & Development,6,3,Medical,466,4,Male,95,2,2,Manufacturing Director,2,Single,6032.0,10110.0,6,1,15,3,4,0,8,3,3,5,4,1,2,Medio,Entre 26 y 45,3-5,4
347,47,0,Frequently,1309,Sales,4,1,Medical,467,2,Male,99,3,2,Sales Representative,3,Single,2976.0,25751.0,3,0,19,3,1,0,5,3,3,0,0,0,0,Medio,A partir de 45,0-2,4
348,42,0,Rarely,810,Research & Development,23,5,Life Sciences,468,1,Female,44,3,4,Research Director,4,Single,15992.0,15901.0,2,0,14,3,2,0,16,2,3,1,0,0,4,Alto,Entre 26 y 45,0-2,4
349,29,0,Non-Travel,746,Sales,2,3,Life Sciences,469,4,Male,61,3,2,Sales Executive,3,Married,4649.0,16928.0,1,0,14,3,1,1,4,3,2,4,3,0,2,Medio,Entre 26 y 45,3-5,4
350,42,0,Rarely,544,Human Resources,2,1,Technical Degree,470,3,Male,52,3,1,Human Resources,3,Divorced,2696.0,24017.0,0,1,11,3,3,1,4,5,3,3,2,1,0,Medio,Entre 26 y 45,3-5,2
351,32,0,Rarely,1062,Research & Development,2,3,Medical,471,3,Female,75,3,1,Laboratory Technician,2,Married,2370.0,3956.0,1,0,13,3,3,1,8,4,3,8,0,0,7,Medio,Entre 26 y 45,6-9,2
352,48,0,Rarely,530,Sales,29,1,Medical,473,1,Female,91,3,3,Manager,3,Married,12504.0,23978.0,3,0,21,4,2,1,15,3,1,0,0,0,0,Alto,A partir de 45,0-2,6
353,37,0,Rarely,1319,Research & Development,6,3,Medical,474,3,Male,51,4,2,Research Scientist,1,Divorced,5974.0,17001.0,4,1,13,3,1,2,13,2,3,7,7,6,7,Medio,Entre 26 y 45,6-9,6
354,30,0,Non-Travel,641,Sales,25,2,Technical Degree,475,4,Female,85,3,2,Sales Executive,3,Married,4736.0,6069.0,7,1,12,3,2,1,4,2,4,2,2,2,2,Medio,Entre 26 y 45,0-2,4
355,26,0,Rarely,933,Sales,1,3,Life Sciences,476,3,Male,57,3,2,Sales Executive,3,Married,5296.0,20156.0,1,0,17,3,2,1,8,3,3,8,7,7,7,Medio,Entre 26 y 45,6-9,2
356,42,0,Rarely,1332,Research & Development,2,4,Other,477,1,Male,98,2,2,Healthcare Representative,4,Single,6781.0,17078.0,3,0,23,4,2,0,14,6,3,1,0,0,0,Medio,Entre 26 y 45,0-2,4
357,21,1,Frequently,756,Sales,1,1,Technical Degree,478,1,Female,99,2,1,Sales Representative,2,Single,2174.0,9150.0,1,1,11,3,3,0,3,3,3,3,2,1,2,Medio,Menores 25,3-5,5
358,36,0,Non-Travel,845,Sales,1,5,Medical,479,4,Female,45,3,2,Sales Executive,4,Single,6653.0,15276.0,4,0,15,3,2,0,7,6,3,1,0,0,0,Medio,Entre 26 y 45,0-2,3
359,36,0,Frequently,541,Sales,3,4,Medical,481,1,Male,48,2,3,Sales Executive,4,Unknown,9699.0,7246.0,4,0,11,3,1,1,16,2,3,13,9,1,12,Medio,Entre 26 y 45,10+,3
360,57,0,Rarely,593,Research & Development,1,4,Medical,482,4,Male,88,3,2,Healthcare Representative,3,Married,6755.0,2967.0,2,0,11,3,3,0,15,2,3,3,2,1,2,Medio,A partir de 45,3-5,0
361,40,0,Rarely,1171,Research & Development,10,4,Life Sciences,483,4,Female,46,4,1,Laboratory Technician,3,Unknown,2213.0,22495.0,3,0,13,3,3,1,10,3,3,7,7,1,7,Medio,Entre 26 y 45,6-9,0
362,21,0,Non-Travel,895,Sales,9,2,Medical,484,1,Male,39,3,1,Sales Representative,4,Single,2610.0,2851.0,1,0,24,4,3,0,3,3,2,3,2,2,2,Medio,Menores 25,3-5,3
363,33,1,Rarely,350,Sales,5,3,Marketing,485,4,Female,34,3,1,Sales Representative,3,Single,2851.0,9150.0,1,1,13,3,2,0,1,2,3,1,0,0,0,Medio,Entre 26 y 45,0-2,5
364,37,0,Rarely,921,Research & Development,10,3,Medical,486,3,Female,98,3,1,Laboratory Technician,1,Married,3452.0,17663.0,6,0,20,4,2,1,17,3,3,5,4,0,3,Medio,Entre 26 y 45,3-5,4
365,46,0,Non-Travel,1144,Research & Development,7,4,Unknown,487,3,Female,30,3,2,Manufacturing Director,3,Married,5258.0,16044.0,2,0,14,3,3,0,7,2,4,1,0,0,0,Medio,A partir de 45,0-2,1
366,41,1,Frequently,143,Sales,4,3,Marketing,488,1,Male,56,3,2,Sales Executive,2,Single,9355.0,9558.0,1,0,18,3,3,0,8,5,3,8,7,7,7,Medio,Entre 26 y 45,6-9,3
367,50,0,Rarely,1046,Research & Development,10,3,Technical Degree,491,4,Male,100,2,3,Healthcare Representative,4,Single,10496.0,2755.0,6,0,15,3,4,0,20,2,3,4,3,1,3,Medio,A partir de 45,3-5,0
368,40,1,Rarely,575,Sales,22,2,Marketing,492,3,Male,68,2,2,Sales Executive,3,Married,6380.0,6110.0,2,0,12,3,1,2,8,6,3,6,4,1,0,Medio,Entre 26 y 45,6-9,2
369,31,0,Rarely,408,Research & Development,9,4,Life Sciences,493,3,Male,42,2,1,Research Scientist,2,Single,2657.0,7551.0,0,1,16,3,4,0,3,5,3,2,2,2,2,Medio,Entre 26 y 45,0-2,4
370,21,1,Rarely,156,Sales,12,3,Life Sciences,494,3,Female,90,4,1,Sales Representative,2,Single,2716.0,25422.0,1,0,15,3,4,0,1,0,3,1,0,0,0,Medio,Menores 25,0-2,3
371,29,0,Rarely,1283,Research & Development,23,3,Life Sciences,495,4,Male,54,3,1,Research Scientist,4,Single,2201.0,18168.0,9,0,16,3,4,0,6,4,3,3,2,1,2,Medio,Entre 26 y 45,3-5,0
372,35,0,Rarely,755,Research & Development,9,4,Life Sciences,496,3,Male,97,2,2,Healthcare Representative,2,Single,6540.0,19394.0,9,0,19,3,3,0,10,5,3,1,1,0,0,Medio,Entre 26 y 45,0-2,3
373,27,0,Rarely,1469,Research & Development,1,2,Medical,497,4,Male,82,3,1,Laboratory Technician,2,Divorced,3816.0,17881.0,1,0,11,3,2,1,5,2,3,5,2,0,4,Medio,Entre 26 y 45,3-5,4
374,28,0,Rarely,304,Sales,9,4,Life Sciences,498,2,Male,92,3,2,Sales Executive,4,Single,5253.0,20750.0,1,0,16,3,4,0,7,1,3,7,5,0,7,Medio,Entre 26 y 45,6-9,1
375,49,0,Rarely,1261,Research & Development,7,3,Other,499,2,Male,31,2,3,Healthcare Representative,3,Single,10965.0,12066.0,8,0,24,4,3,0,26,2,3,5,2,0,0,Medio,A partir de 45,3-5,1
376,51,0,Rarely,1178,Sales,14,2,Life Sciences,500,3,Female,87,3,2,Sales Executive,4,Married,4936.0,14862.0,4,0,11,3,3,1,18,2,2,7,7,0,4,Medio,A partir de 45,6-9,2
377,36,0,Rarely,329,Research & Development,2,3,Life Sciences,501,4,Female,96,3,1,Research Scientist,3,Married,2543.0,11868.0,4,0,13,3,2,1,6,3,3,2,2,2,2,Medio,Entre 26 y 45,0-2,2
378,34,1,Non-Travel,1362,Research & Development,19,3,Marketing,502,1,Male,67,4,2,Sales Executive,4,Single,5304.0,4652.0,8,1,13,3,2,0,9,3,2,5,2,0,4,Medio,Entre 26 y 45,3-5,7
379,55,0,Rarely,1311,Research & Development,2,3,Life Sciences,505,3,Female,97,3,4,Manager,4,Single,16659.0,23258.0,2,1,13,3,3,0,30,2,3,5,4,1,4,Alto,A partir de 45,3-5,2
380,24,0,Rarely,1371,Sales,10,4,Marketing,507,4,Female,77,3,2,Sales Executive,3,Divorced,4260.0,5915.0,1,1,12,3,4,1,5,2,4,5,2,0,3,Medio,Menores 25,3-5,2
381,30,0,Rarely,202,Sales,2,1,Technical Degree,508,3,Male,72,3,1,Sales Representative,2,Married,2476.0,17434.0,1,0,18,3,1,1,1,3,3,1,0,0,0,Medio,Entre 26 y 45,0-2,5
382,26,1,Rarely,575,Research & Development,3,1,Technical Degree,510,3,Male,73,3,1,Research Scientist,1,Single,3102.0,6582.0,0,0,22,4,3,0,7,2,3,6,4,0,4,Medio,Entre 26 y 45,6-9,2
383,22,0,Rarely,253,Research & Development,11,3,Medical,511,1,Female,43,3,1,Research Scientist,2,Married,2244.0,24440.0,1,0,13,3,4,1,2,1,3,2,1,1,2,Medio,Menores 25,0-2,3
384,36,0,Rarely,164,Sales,2,2,Medical,513,2,Male,61,2,3,Sales Executive,3,Married,7596.0,3809.0,1,0,13,3,2,2,10,2,3,10,9,9,4,Medio,Entre 26 y 45,10+,3
385,30,1,Frequently,464,Research & Development,4,3,Technical Degree,514,3,Male,40,3,1,Research Scientist,4,Single,2285.0,3427.0,9,1,23,4,3,0,3,4,3,1,0,0,0,Medio,Entre 26 y 45,0-2,3
